learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),GMean/Time
5000.0,0.6750220379999999,7.891400377888231e-07,5000.0,94.4,71.29255673410998,68.10933940774484,43.548387096774114,96.85605209970808,74.40585009140767,95.75932504440495,82.05645161290323,66.67379107589957,5000.0,4518960.0,1399.6872031676912
10000.0,1.5238472809999999,2.7757176117313566e-06,10000.0,96.03,79.16167141661585,77.5452488687783,59.817813765182215,97.77827522525044,81.37024870952604,96.93741677762982,87.75303643724695,67.95043289319001,10000.0,9046688.0,631.8945030635261
15000.0,2.5263733719999997,6.27026462714151e-06,15000.0,96.76666666666668,82.71156928000566,81.67044595616024,67.09633649932157,98.19494584837544,84.50974129671033,97.53068165015526,89.75576662143827,68.42631954730459,15000.0,13474032.0,383.8127874502678
20000.0,3.8094493110000003,1.2201675601418973e-05,20000.0,96.63,82.03964793020002,80.89569160997733,65.75203252032526,98.11784417760401,83.91408114558472,97.4267968056788,89.32926829268294,68.32936138629603,20000.0,17869320.0,254.17858438526358
25000.0,4.939589764,1.8754424564525603e-05,25000.0,96.836,82.85013944506086,81.83279742765272,67.50205423171735,98.2367758186398,84.60790036972173,97.64690241956926,89.31799506984389,68.36755398019832,25000.0,22412664.0,196.1340310306298
30000.0,6.92883679,3.2533443333850345e-05,30000.0,96.81333333333332,82.72070563143528,81.72084130019118,67.1928620452985,98.22423657032469,84.49059052563271,97.61500406113859,89.36170212765957,68.36971299281542,30000.0,26775152.0,139.82898952747163
35000.0,8.932315311,4.881696585639168e-05,35000.0,96.98571428571428,83.52368191954133,82.6651330923431,68.86068476977569,98.32201421914014,85.19713764557319,97.7761609515374,89.61038961038959,68.44460361524621,35000.0,31417096.0,108.58478141497991
40000.0,11.526966042,7.281369212726408e-05,40000.0,96.92,83.33182255426289,82.5643928672516,68.71508379888265,98.28321395724757,85.04491381403254,97.78991736453884,88.95378364652106,68.32709949409896,40000.0,35749952.0,83.99854539780227
45000.0,13.239751112999999,7.600537122029344e-05,45000.0,96.96666666666668,84.26940429482525,83.62720403022671,70.78339041095894,98.29955277615143,85.96689626811968,97.83277127554057,89.49058219178082,68.43306099162184,45000.0,7203088.0,73.24532986333799
50000.0,13.479688975999998,7.622653658391428e-05,50000.0,98.24,95.98120666096727,95.89360709286049,94.63414634146343,98.69860987873413,97.28227300802963,99.3154761904762,96.03658536585364,69.88420092487462,50000.0,3563040.0,73.46710490877471
55000.0,37.388280458000004,0.00010573588233205482,55000.0,98.11,96.22011037277711,95.521327014218,96.2124248496994,98.12183245553015,98.098017510315,98.93787575150299,97.28542914171656,70.0398645225024,55000.0,4770984.0,26.54627564492998
60000.0,37.562650484,0.00010604642618754902,60000.0,98.54,94.16196905107849,94.02129402129404,89.87517337031902,95.0170648464164,99.14469830111305,96.398891966759,98.90135577372604,69.87493251168209,60000.0,6884200.0,26.36082307086751
65000.0,37.799403911,0.00010668328140230542,65000.0,98.6,93.73280101535784,93.61896080218777,88.93280632411066,94.53551912568304,99.19715563711435,95.65560821484993,99.02679184795052,69.76431753819435,65000.0,10397928.0,26.15424532135529
70000.0,38.179500088000005,0.0001081357387271558,70000.0,98.7,93.86385125757273,93.81345177664974,89.13649025069637,94.60282313866593,99.26099973471784,95.15590200445429,99.18206604059375,69.70257671798225,70000.0,14771080.0,25.870950770838427
75000.0,38.794003826,0.00011118569971501409,75000.0,98.81,94.17579197299328,94.1451414514145,89.71477960242004,94.84848484848484,99.32730356133408,94.64362850971922,99.35538592027142,69.64176448618865,75000.0,19185456.0,25.438936770336287
80000.0,39.6456597,0.00011639152361444373,80000.0,98.864,94.3208466027552,94.33133732534927,89.99295278365042,94.9609652235628,99.35984131277613,94.25854174004931,99.45399575831415,69.59032574617744,80000.0,23628040.0,24.87407929966476
85000.0,40.361799083,0.00012157781802402996,85000.0,98.95,94.68326756450921,94.72361809045229,90.63057703747774,95.27381845461365,99.40939345645448,94.40975319655071,99.52321958178473,69.6299096614263,85000.0,27993808.0,24.44663619280852
90000.0,41.204749776,0.00012865720104121982,90000.0,98.98,94.79127029741294,94.84253106038722,90.82498072474944,95.364238410596,99.42695709401436,94.34737923946557,99.55959881702455,69.62524291815615,90000.0,32463520.0,23.944911502556444
95000.0,42.499393006,0.0001409931741282825,95000.0,98.9975,94.81854278402878,94.86029223276087,90.86768389888412,95.38071650731483,99.43773748930859,94.26229508196722,99.58155470680748,69.61390841433462,95000.0,36832032.0,23.211707234449207
100000.0,1378.899576427,0.014465248924418838,100000.0,98.58444444444444,92.7024932488707,92.65282583621679,86.91991786447636,93.49668198060236,99.20578517548785,94.00533771299528,99.14027262079792,69.488418159754,100000.0,41432192.0,0.714123921701366
