learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),GMean/Time
5000.0,0.782519228,9.957064652571e-07,5000.0,77.86,52.8636262527545,48.98617511520737,28.30310880829013,82.56967406707606,69.66292134831463,75.9119861030689,82.21216041397153,62.87371201802875,5000.0,4918568.0,101.53044363329296
10000.0,1.877576815,3.783940632574512e-06,10000.0,79.86999999999998,55.98857145855578,52.72428370126818,33.65194462755438,84.57353053873861,71.04013810962452,79.2360712234348,81.32411067193675,63.3561721332996,10000.0,9842256.0,42.639628906680365
15000.0,3.42399121,9.678361111903847e-06,15000.0,80.72,57.48874054308223,54.23326475708184,35.66184649610678,85.35251215559157,71.80187207488301,80.2246977054175,81.87680676006227,63.659544544687044,15000.0,14733896.0,23.493790196137535
20000.0,5.113252081000001,1.8251182113540325e-05,20000.0,81.16,58.345302057582884,55.02506564812605,37.0110330992979,85.722946347378,72.31040564373896,80.70776255707763,82.21925133689841,63.82143329124943,20000.0,19616856.0,15.772173636399147
25000.0,7.166638193,3.125658893528079e-05,25000.0,81.528,59.14546654918208,55.84241728820042,37.98845172552705,86.01114746152916,72.81610548622558,80.88997777904395,83.03127936635791,64.01586856893411,25000.0,24482496.0,11.287411618261952
30000.0,9.436053052,4.8500215165062653e-05,30000.0,81.79333333333331,59.722834700109644,56.664550936210716,39.01976108071897,86.21194527187357,73.20710291376434,81.15583860082695,83.29054581984596,64.11832507572872,30000.0,29370888.0,8.586456916897873
35000.0,12.051030250999998,7.169024361076481e-05,35000.0,82.14571428571429,60.44175988881307,57.35053235053236,40.19523399368361,86.49653175443525,73.6584748977785,81.52674243350035,83.59965553535547,64.25075835522406,35000.0,34279600.0,6.737151002529272
40000.0,15.300404144000002,0.00010467769134932932,40000.0,82.2925,60.76613268318962,57.65275618797083,40.588827377956726,86.60982664423314,73.86636165738109,81.58925772902124,83.94833948339483,64.33070752222768,40000.0,39242024.0,5.312973204263455
45000.0,18.972831426,0.00014653662410756034,45000.0,82.37333333333333,60.91424033752365,57.88020390824129,40.805970149253724,86.68099539913355,73.9473165604677,81.68554971833659,83.9949261304283,64.35846406044135,45000.0,44059272.0,4.286429873503518
50000.0,22.852018171999998,0.0001955345207791958,50000.0,77.62,51.83480552108284,48.026010218300044,26.86274509803923,82.58365758754863,68.6993006993007,76.47737100028827,80.20901371652515,62.587216090191575,50000.0,48824648.0,3.460853961862821
55000.0,27.226962818,0.00025621891819613854,55000.0,80.80000000000003,56.682453505833436,54.82352941176472,36.82132280355381,85.68019093078759,70.87378640776699,82.52873563218391,76.84210526315789,63.121082233937855,55000.0,53617536.0,2.929526549283873
60000.0,31.644599051999997,0.0003231395162578324,60000.0,89.53999999999998,74.31429480706744,75.11893434823976,65.01672240802675,92.69451040648134,81.59098908834919,94.6917808219178,77.47326203208556,65.60583869862563,60000.0,58556112.0,2.6197816421521676
65000.0,37.342213133,0.00041659186461794577,65000.0,88.91,72.98545287342702,73.30284063553202,62.495772742644576,92.20824843673157,80.76989769377492,93.18375461516615,78.73563218390804,65.55901669470687,65000.0,63401504.0,2.2184751979292145
70000.0,42.459790530999996,0.0005068703084014981,70000.0,88.37333333333332,72.02624613930652,71.9343418088188,60.756075607560774,91.75881296663832,80.26702873953383,91.98484130743724,79.79752530933635,65.53288613680415,70000.0,68190208.0,1.9503100016769475
75000.0,48.08805062,0.000613657504529278,75000.0,88.185,71.58817098327678,71.49577804583835,59.989840839823906,91.62205282751286,79.96608732513776,91.68381465976015,79.83748095479939,65.48306949406074,75000.0,73341096.0,1.7207352542109298
80000.0,54.345745008,0.0007401481072982633,80000.0,87.984,71.21810079307659,71.21502491376005,59.49298813376482,91.45522812606669,79.76286715171112,91.4292214070409,79.81663745449644,65.43047051289203,80000.0,78135120.0,1.5213764757045996
85000.0,61.505006323,0.0008936951938709783,85000.0,88.04333333333332,71.35854707426799,71.26952342811374,59.73734425861488,91.49778378250255,79.86076020436809,91.51730678046472,79.82042648709316,65.44802007462827,85000.0,82904048.0,1.3446468706011745
90000.0,68.47810131600001,0.001052280777243327,90000.0,88.2,71.69799887132676,71.64240593243612,60.22727272727274,91.61693662972435,80.08102633355841,91.68393256144628,79.94222436206067,65.50308330977767,90000.0,87910448.0,1.2087381601954266
95000.0,76.72408669,0.001250243735489078,95000.0,88.18,71.65280548011226,71.6529767971701,60.17184735911045,91.60213143872114,80.0506329113924,91.67377701934015,79.9022911051213,65.49352413110427,95000.0,92799096.0,1.078670577137317
100000.0,84.85307457100001,0.0014554345539563366,100000.0,88.27333333333334,71.83673582662517,71.92487763353907,60.50445325948658,91.67704998186208,80.15941647554236,91.8610531639168,79.7784762760066,65.50563514689469,100000.0,97571688.0,0.9755134885999043
