learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),GMean/Time
5000.0,0.760591688,9.668700205476251e-07,5000.0,81.10000000000002,57.18776242315998,56.45161290322582,38.795336787564786,85.93959232257104,71.18023787740165,83.61320208453967,75.48512289780078,63.067092247530404,5000.0,4913816.0,99.76006548146871
10000.0,1.829741116,3.6858421312139677e-06,10000.0,83.57,61.77350819894267,61.4138093001409,45.8470665787739,88.05177805250527,73.70779324691952,86.93279724296382,75.85638998682477,63.79443299179572,10000.0,9830344.0,41.94677988347306
15000.0,3.5451989619999997,1.0222108039872907e-05,15000.0,84.40666666666667,63.21204432950231,62.98464946985282,47.96440489432701,88.78446415727642,74.42318206670313,88.14624393030563,75.6726706693351,63.99588162523443,15000.0,14728280.0,21.717853811386913
20000.0,5.137643148,1.8302651982959146e-05,20000.0,84.93,64.08481531730436,64.02482692766772,49.61551320628554,89.24339757316204,74.8414023372287,89.20519406392694,74.91644385026737,64.05498378623523,20000.0,19614568.0,15.00011133421192
25000.0,7.521890305,3.340648021348255e-05,25000.0,85.57600000000002,65.4155972196181,65.51921973608721,51.57781657043103,89.75044056619862,75.66473208260223,89.95498831975384,75.25842394952342,64.26768477805882,25000.0,24487144.0,10.279480138950637
30000.0,10.086262376,5.289788371901793e-05,30000.0,85.88333333333334,65.99464228660152,66.39955569660425,52.718544155409184,90.00306871562448,75.98797981516131,90.6040587424552,74.79629422926665,64.30403427696466,30000.0,29380856.0,7.670319447869259
35000.0,12.782493953,7.682227168532406e-05,35000.0,86.21142857142857,66.69768901835525,67.06251706251707,53.81376208249593,90.254049032675,76.43784786641929,91.02611104321969,74.90192326093197,64.40652806667808,35000.0,34299360.0,6.06205378163931
40000.0,16.191171827,0.00011138283718547222,40000.0,86.36500000000002,66.98718914086503,67.39208418031808,54.25264217413187,90.37959500458618,76.60030890681311,91.24875338367286,74.86581683998658,64.44272073393151,40000.0,39191984.0,4.7885174964797885
45000.0,20.061183684,0.00015544718478093306,45000.0,86.42,67.03334264232761,67.54991503823278,54.39552238805968,90.43647005430442,76.5871039423777,91.44249636052916,74.57842113117445,64.42455228631853,45000.0,44012640.0,3.863672859695826
50000.0,24.430745638,0.00021067801837016027,50000.0,83.78,59.03711045857828,62.33163028332561,46.9934640522876,88.90712624811925,69.84008925251023,93.686941481695,61.33246244284781,62.253394269819296,50000.0,48859168.0,3.0657151928082773
55000.0,29.305074666,0.0002782642454520125,55000.0,80.28,51.84681622479038,53.6,35.11023362948335,86.17886178861788,65.59665038381019,88.33333333333331,61.842105263157904,61.27304435812114,55000.0,53597648.0,2.5155451643941915
60000.0,34.059582572,0.0003502432143060478,60000.0,77.44,50.279422592466155,46.33682207421503,24.54849498327761,82.85714285714286,67.01754385964911,77.79680365296804,76.6042780748663,62.12911590547429,60000.0,58519744.0,2.1946301696276276
65000.0,40.091422281,0.00044913189645315126,65000.0,78.94,53.4378683405097,49.30187770823303,28.77916807575244,84.05753217259651,68.98379970544919,78.84123828457824,79.17511832319134,62.85227852030696,65000.0,63372256.0,1.8861449073413417
70000.0,46.210161336999995,0.0005569618463197668,70000.0,78.84,53.57795408166399,48.92178950756356,28.577857785778576,83.87359008230871,69.23822446210505,78.19990525817148,80.3599550056243,62.96027721186506,70000.0,68120816.0,1.6392101677252868
75000.0,52.125606406,0.0006691827598330955,75000.0,78.97,54.13069304106011,49.26417370325692,28.784287165594296,83.89862950769465,69.6930393428448,77.75491378698645,81.86896901980701,63.1711727781734,75000.0,73331192.0,1.45805300335035
80000.0,58.630649198,0.0008006399272915126,80000.0,79.036,54.54691406485027,49.77960904561135,29.328478964401285,83.8574552622663,70.10779672617349,77.42137291702213,82.86369151948227,63.30186893696433,80000.0,78115368.0,1.2989646187712602
85000.0,66.183648052,0.0009625381419840717,85000.0,79.0,54.71773624332016,49.53944733680417,29.284992704007202,83.74948411060667,70.32780708364731,76.97486960644856,83.79349046015713,63.39723181389817,85000.0,82856200.0,1.152457943930944
90000.0,73.56252908399999,0.0011302503609358328,90000.0,79.03428571428572,54.905684087339104,49.61549024993133,29.33359013867489,83.74174679842248,70.48982546448967,76.77432459882183,84.39094848338951,63.47544270861988,90000.0,87857040.0,1.038136783089529
95000.0,82.334378598,0.0013407569090852852,95000.0,79.1875,55.32966226327135,50.08693566760597,29.87111448066717,83.82961365887769,70.8068871199635,76.71715017064847,85.04043126684634,63.591976977739655,95000.0,92763432.0,0.929237242046991
100000.0,91.12733000700001,0.001562662165515512,100000.0,79.29777777777778,55.67698467386635,50.43626303468822,30.27468003891925,83.87844806700585,71.08089650462531,76.60092294076745,85.68328094596616,63.69540876050911,100000.0,97551800.0,0.8409399325649404
