learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.439869,1.6031358577311038E-9,5000.0,79.75999999999999,2.7042825498399714,36.67083854818522,0.7843137254901643,88.68768164542811,3.984819734345351,99.67336683417085,2.0588235294117645,50.43118835690436,5000.0,14088.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
10000.0,0.630005,2.6191697787079547E-9,10000.0,79.88,5.390618718080488,36.6498740554156,0.1488833746898099,88.6953590291044,8.628519527702089,98.84783969943645,4.714640198511166,50.88282615429976,10000.0,20656.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
15000.0,0.773731,3.8220824570291576E-9,15000.0,80.34,16.25470836532827,38.45993322203673,2.7695351137487876,88.72145944085364,23.462237217752403,96.92487674438038,14.902736564457634,52.87428801148012,15000.0,32352.0,15.0,8.0,8.0,6.0,0.0,0.0,1.0
20000.0,0.921514,5.209123736454381E-9,20000.0,82.0,28.446244993100507,43.467336683417074,9.43396226415091,89.49579831932773,37.150837988826815,95.70046801872076,26.767295597484274,55.33257711696723,20000.0,36280.0,17.0,9.0,9.0,6.0,0.0,0.0,1.0
25000.0,1.080069,6.968972531871663E-9,25000.0,82.78,35.03635996070153,46.294910179640716,14.140406860789762,89.82101056912491,44.141689373297005,95.03652556789753,33.92500997207818,56.78061630961214,25000.0,42904.0,19.0,10.0,10.0,7.0,0.0,0.0,1.0
30000.0,1.242965,9.132338909225331E-9,30000.0,83.42666666666668,38.58310279350533,48.40182648401829,17.54560530679934,90.1575738379919,47.574862927035014,95.00208594075929,37.41293532338308,57.53586300390009,30000.0,51336.0,25.0,13.0,13.0,9.0,0.0,0.0,1.0
35000.0,1.387894,1.1744567644264962E-8,35000.0,83.94285714285714,41.130491845732124,49.86619090098126,19.89737742303307,90.4356705241661,50.0,94.94711263579188,40.05131128848347,58.094411074619586,35000.0,69672.0,35.0,18.0,18.0,9.0,0.0,0.0,1.0
40000.0,1.500739,1.4156616868244276E-8,40000.0,84.4325,43.511176876547474,51.26780403819063,22.084584584584572,90.70027927537747,52.250594279579786,94.87003249187703,42.63013013013013,58.63023166891104,40000.0,82624.0,41.0,21.0,21.0,10.0,0.0,0.0,1.0
45000.0,1.615128,1.6913929149094553E-8,45000.0,84.81555555555556,45.34088773928305,52.41643454038998,23.866295264623947,90.90860708631035,53.958628124789435,94.83136710617627,44.61281337047354,59.043242728666634,45000.0,93176.0,45.0,23.0,23.0,10.0,0.0,0.0,1.0
50000.0,1.728383,1.98954106018775E-8,50000.0,85.116,46.783541774424876,53.30949243992722,25.53532119271562,91.0722426161856,55.281817089292154,94.88076788481727,46.02761656994196,59.352418749103904,50000.0,101760.0,49.0,25.0,25.0,10.0,0.0,0.0,1.0
55000.0,1.829148,2.0170479901134965E-8,55000.0,86.58,52.52259952565055,56.79330328396652,29.516806722689086,91.91858364446587,60.45963464938126,94.26877470355731,53.88655462184874,60.859536911934775,55000.0,10552.0,57.0,29.0,29.0,2.0,0.0,0.0,1.0
60000.0,1.904533,2.056021093494362E-8,60000.0,86.77,56.47771481356475,57.933227344992055,31.87435633367665,91.8649695628113,64.5972705378646,92.70290394638869,62.1524201853759,62.22043959418894,60000.0,19984.0,61.0,31.0,31.0,3.0,0.0,0.0,1.0
65000.0,1.980929,2.1046239841315477E-8,65000.0,87.02666666666666,58.18816409055717,58.65731888676437,33.08115543328745,91.97194719471948,66.21527777777779,92.18491564670856,65.5777166437414,62.80179780277989,65000.0,24592.0,63.0,32.0,32.0,4.0,0.0,0.0,1.0
