learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),GMean/Time
5000.0,0.6113973420000001,7.202684063932298e-07,5000.0,96.08,91.91552549084308,91.95402298850573,90.4296875,96.66098807495743,95.25423728813558,96.16949152542374,95.95121951219512,69.3038078026054,5000.0,4553792.0,91.26649872944466
10000.0,1.400724054,2.5799726476767656e-06,10000.0,97.0,93.79288829694192,93.80677126341864,92.5907631513954,97.46364558674331,96.32892804698973,96.89023365271471,97.16119476672426,69.65117163756813,10000.0,9107296.0,40.03627640966027
15000.0,2.847964712,7.689163818932995e-06,15000.0,97.54666666666668,94.90868693117493,94.8995148995149,93.89110225763612,97.93929891365215,96.96919782572886,97.44818364163136,97.69332890806507,69.8465304345349,15000.0,13646264.0,19.74640650406542
20000.0,4.185082927,1.3933678997062415e-05,20000.0,97.835,95.50019294091885,95.47544409613377,94.58411507191995,98.18729853058149,97.31272885247937,97.70057485628591,98.03676378641993,69.95308046160402,20000.0,18052248.0,13.45800282932338
25000.0,5.460244526,2.1408062552070327e-05,25000.0,98.06,95.96555617122371,95.93461860854988,95.14465912503755,98.37754658281204,97.58790470980257,97.96788593510557,98.19837854068665,70.02968379119531,25000.0,22657528.0,10.326375480592446
30000.0,7.219473866,3.372442377747182e-05,30000.0,98.23,96.31949633076657,96.29345246405136,95.57536871927336,98.51936536263001,97.80005800223722,98.16080457854088,98.33374989585936,70.08825766032429,30000.0,27062152.0,7.816593993223642
35000.0,8.865425938,4.722799830134538e-05,35000.0,98.37428571428572,96.61694777511869,96.59444577447927,95.92931749892686,98.64216680587042,97.97472859939491,98.32540437678402,98.447782546495,70.13793319653763,35000.0,31712752.0,6.3698792143875576
40000.0,11.167935095,6.874802091049992e-05,40000.0,98.435,96.74023195926159,96.72799498222872,96.07277289836887,98.69534408736608,98.04484977200323,98.42048383074238,98.45690628528416,70.15650185763728,40000.0,36127984.0,5.0579308101284015
45000.0,13.504351215,9.328772982651868e-05,45000.0,98.53333333333332,96.9430543455832,96.93137437232656,96.31387880480312,98.77890841813135,98.16411682892908,98.5309858635072,98.53688501703243,70.19043219708432,45000.0,40599584.0,4.1848705784618385
50000.0,16.599416262000002,0.00012962152554858464,50000.0,98.596,97.07335590890442,97.061900975181,96.4723618090452,98.83132449890124,98.24201141941302,98.62117084191641,98.55793387599236,70.21023869741306,50000.0,45377792.0,3.4055359797369573
55000.0,19.674191295,0.0001690981671769412,55000.0,90.36,80.14238159586039,80.20533880903491,76.46484374999999,91.76631363170479,88.37433671008198,91.05084745762713,89.3658536585366,67.15964210673022,55000.0,49628280.0,2.7484593787766385
60000.0,23.2198222,0.0002186651493165421,60000.0,92.87,85.2076824782779,85.2777204212265,82.39071375648308,94.00689249390602,91.20078983092682,93.99899142713059,91.21204640829424,68.04613101334725,60000.0,54038256.0,2.3595130646743168
65000.0,27.018037231999998,0.0002760933008599601,65000.0,93.72666666666667,86.98648811163368,86.95591904629886,84.37915006640107,94.72622316874964,92.25960352060541,94.17205259638956,93.06339196813806,68.41700164515537,65000.0,58445040.0,2.0388631702949116
70000.0,31.222334381,0.00034475958593640685,70000.0,94.29,88.14325477395181,88.06562859232939,85.71607254534081,95.2101333780723,92.93229360069314,94.55969340998085,93.8852069526072,68.63761730323031,70000.0,63132432.0,1.770005711133085
75000.0,36.004911449,0.0004285806089501743,75000.0,94.78399999999999,89.16740351029159,89.06865621594434,86.94564020422466,95.62592244733663,93.54071725777688,94.96968485575321,94.50505454909418,68.82491180612719,75000.0,67747512.0,1.5390819882615838
80000.0,40.048801455,0.0005040572966380579,80000.0,94.77333333333333,89.14424874414259,89.0541012216405,86.93442213148904,95.61766349916157,93.52601156069365,95.04917486247707,94.35974339748395,68.81295631273973,80000.0,72146600.0,1.3834342776466504
85000.0,45.118774863999995,0.000604452301293592,85000.0,94.80285714285715,89.2076508660731,89.11234811755553,86.98669337530407,95.64092118191185,93.56584485868912,94.93339676498572,94.6065808297568,68.83675936495386,85000.0,76543584.0,1.2284032523500257
90000.0,50.020889506,0.0007070978723051121,90000.0,94.87,89.3371580441654,89.2739532695625,87.1267252195734,95.705495793395,93.63088956483952,95.04115055283066,94.61171747584996,68.85725597725353,90000.0,80939240.0,1.1083479965970127
95000.0,56.128795688000004,0.0008421087980743987,95000.0,94.9622222222222,89.51700189694637,89.45924582694008,87.33873219771013,95.79226757243349,93.72422002602221,95.24600450300815,94.53286424303343,68.88012571599329,95000.0,85443480.0,0.9880662074878556
100000.0,61.541950512,0.0009679106282667447,100000.0,95.068,89.73946181814578,89.67855349070818,87.60804020100502,95.87873520957285,93.860173289513,95.3053359027178,94.70907446487793,68.9228573057581,100000.0,89833616.0,0.9017161667232569
